(-a_rimmx, -a_skrxp, a_cntxt, -a_rkxwp, -a_mulch, -b_katri, -a_blxwp, -a_wknck, -a_hdchk, -a_rxmsq, -a_wkpos, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, -a_dsopp, -a_dwipd, a_bkblk, -a_wkna8, -a_stlmt, -a_qxmsq, a_reskr, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, -a_bxqsq, a_simpl, -a_wkovl, -a_katri, -a_skach, a_bkspr, -a_wtoeg, -a_reskd, -a_bkxwp, -a_wkcti)+
(-a_rimmx, -a_skrxp, a_bxqsq, -a_rkxwp, -a_mulch, -b_katri, -a_wknck, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, a_r2ar8, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, -a_cntxt, -a_bkxbq, -a_bknwy, a_bkona, a_wkovl, a_simpl, -a_katri, -a_skach, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_rimmx, -a_skrxp, a_bxqsq, -a_rkxwp, -a_bkxwp, -a_mulch, -b_katri, -a_blxwp, -a_wknck, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, a_bknwy, a_wkovl, -a_katri, -a_skach, -a_bkxcr, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_simpl, -a_rimmx, -a_skrxp, a_bxqsq, -a_rkxwp, -a_mulch, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_bkxbq, -a_r2ar8, -a_bknwy, -a_katri, -a_skach, a_bkspr, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_simpl, -a_rimmx, -a_skrxp, a_bxqsq, -a_rkxwp, -a_mulch, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_r2ar8, -a_bknwy, -a_wkovl, -a_katri, -a_skach, a_bkspr, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_rimmx, -a_skrxp, a_bxqsq, -a_rkxwp, -a_mulch, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_thrsk, a_bkxcr, -a_spcop, a_r2ar8, -a_bkona, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_bkxbq, -a_bknwy, a_wkovl, a_simpl, -a_katri, -a_skach, -a_wkcti, -a_reskd, -a_dsopp, a_bkon8)-
(-a_rimmx, -a_skrxp, a_bxqsq, -a_rkxwp, -a_mulch, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, a_r2ar8, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_bkxbq, -a_bknwy, a_bkona, a_wkovl, a_simpl, -a_katri, -a_skach, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_rimmx, -a_skrxp, a_bxqsq, -a_rkxwp, -a_bkxwp, -a_mulch, a_bkxbq, -b_katri, -a_blxwp, -a_wknck, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, a_bknwy, -a_katri, -a_skach, -a_bkxcr, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_rimmx, a_dwipd, -a_skrxp, -a_rkxwp, -a_bkxwp, a_wkpos, -a_mulch, -b_katri, -a_blxwp, -a_wknck, -a_hdchk, -a_rxmsq, -a_reskr, -a_bkon8, -a_spcop, -a_bkona, a_bkblk, -a_stlmt, -a_qxmsq, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkna8, -a_bxqsq, a_simpl, -a_wkovl, -a_skach, -a_bkxcr, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_rimmx, a_dwipd, -a_skrxp, a_cntxt, -a_mulch, -b_katri, -a_wknck, -a_hdchk, -a_rxmsq, -a_wkpos, a_katri, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, -a_bxqsq, -a_wkovl, -a_skach, a_bkspr, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_simpl, -a_rimmx, a_dwipd, -a_skrxp, a_wkpos, -a_mulch, -b_katri, -a_wknck, -a_hdchk, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, a_blxwp, a_rxmsq, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, -a_wtoeg, -a_reskd, -a_wkcti, -a_bkspr)-
(-a_rimmx, a_skrxp, a_cntxt, -a_rkxwp, -a_bkxwp, -a_mulch, a_bkxbq, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, -a_reskr, -a_thrsk, a_bkxcr, -a_spcop, -a_bkona, a_bkblk, -a_wkna8, -a_stlmt, -a_qxmsq, -a_skewr, -a_r2ar8, -a_bknwy, -a_bxqsq, a_wkovl, a_simpl, -a_skach, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti, a_bkon8, -a_bkspr)-
(-a_rimmx, a_skrxp, a_cntxt, -a_rkxwp, -a_mulch, a_bkxbq, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, a_bkblk, a_blxwp, -a_wkna8, -a_stlmt, -a_qxmsq, a_bkxwp, -a_skewr, -a_r2ar8, -a_bknwy, a_bkona, -a_bxqsq, a_wkovl, a_simpl, -a_skach, a_bkspr, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_rimmx, -a_skrxp, a_wkpos, -a_mulch, -b_katri, -a_wknck, -a_hdchk, -a_rxmsq, a_katri, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, -a_dsopp, -a_dwipd, a_blxwp, -a_stlmt, -a_bkblk, -a_qxmsq, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_skach, a_bkspr, a_rkxwp, -a_bkxcr, -a_wtoeg, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_rimmx, a_skrxp, a_cntxt, -a_rkxwp, -a_bkxwp, a_wkpos, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_reskr, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkcti, -a_bxqsq, -a_wkovl, -a_katri, -a_bkxcr, -a_wtoeg, -a_reskd, -a_dsopp, -a_bkspr)-
(-a_rimmx, a_skrxp, a_cntxt, -a_rkxwp, -a_bkxwp, a_wkpos, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_reskr, -a_skewr, -a_bkxbq, -a_bknwy, a_wkcti, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, -a_bkxcr, -a_wtoeg, -a_reskd, -a_dsopp, -a_bkspr)-
(-a_rimmx, -a_skrxp, -a_rkxwp, -a_bkxwp, a_wkpos, -a_mulch, -a_blxwp, -a_wknck, -a_hdchk, -a_rxmsq, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, -a_dwipd, a_bkblk, -a_stlmt, -a_qxmsq, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkcti, a_wkna8, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, -a_bkxcr, -a_wtoeg, -a_reskd, -a_dsopp, -a_bkspr)-
(-a_rimmx, -a_skrxp, a_wkpos, -a_mulch, -b_katri, -a_wknck, -a_hdchk, -a_rxmsq, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dsopp, -a_dwipd, a_blxwp, -a_stlmt, -a_bkblk, -a_qxmsq, a_reskr, -a_cntxt, -a_skewr, -a_bkxbq, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_bkspr, a_rkxwp, -a_bkxcr, -a_wtoeg, -a_reskd, -a_bkxwp)-
(-a_rimmx, -a_skrxp, a_wkpos, -a_mulch, -b_katri, -a_wknck, -a_hdchk, -a_rxmsq, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dsopp, -a_dwipd, a_blxwp, -a_stlmt, -a_bkblk, -a_qxmsq, a_reskr, -a_cntxt, -a_skewr, -a_bkxbq, -a_bknwy, a_wkcti, a_wkna8, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_rkxwp, -a_bkxcr, -a_wtoeg, -a_reskd, -a_bkxwp)-
(-a_simpl, -a_rimmx, -a_skrxp, a_wkpos, -a_mulch, -b_katri, -a_wknck, -a_hdchk, -a_rxmsq, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dsopp, -a_dwipd, a_blxwp, -a_stlmt, -a_bkblk, -a_qxmsq, a_reskr, -a_cntxt, -a_skewr, -a_bkxbq, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_rkxwp, -a_bkxcr, -a_wtoeg, -a_reskd, -a_bkxwp)-
(-a_simpl, -a_rimmx, -a_skrxp, a_cntxt, a_wkpos, -a_mulch, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_reskr, a_bkxwp, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, -a_wtoeg, -a_reskd, -a_dsopp, -a_bkspr)-
(-a_simpl, -a_rimmx, -a_skrxp, a_cntxt, a_wkpos, -a_mulch, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_reskr, a_bkxwp, -a_skewr, -a_r2ar8, -a_bknwy, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_rkxwp, -a_wtoeg, -a_reskd, -a_dsopp, -a_bkspr)-
(-a_rimmx, a_skrxp, a_cntxt, -a_rkxwp, -a_bkxwp, -a_mulch, a_bkxbq, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, -a_dwipd, a_bkblk, -a_wkna8, -a_stlmt, -a_qxmsq, -a_skewr, -a_r2ar8, -a_bknwy, a_bkona, a_wkcti, -a_bxqsq, a_wkovl, -a_skach, -a_bkxcr, -a_wtoeg, -a_reskd, -a_dsopp, -a_bkspr)-
(-a_rimmx, -a_skrxp, a_cntxt, -a_rkxwp, -a_bkxwp, a_wkpos, a_bkxbq, a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, -a_skewr, a_wkcti, -a_bxqsq, a_wkovl, a_simpl, -a_katri, -a_skach, -a_bkxcr, -a_wtoeg, -a_dsopp, -a_bkspr)-
(-a_rimmx, -a_skrxp, a_cntxt, -a_rkxwp, a_wkpos, a_bkxbq, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dsopp, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, -a_skewr, -a_bknwy, a_wkcti, -a_bxqsq, a_wkovl, a_simpl, -a_katri, -a_skach, -a_wtoeg, -a_reskd, -a_bkxwp)-
(-a_rimmx, -a_skrxp, -a_rkxwp, -a_mulch, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, a_bkspr, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_simpl, -a_rimmx, -a_skrxp, -a_rkxwp, -a_mulch, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, a_bkspr, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_simpl, -a_rimmx, -a_skrxp, -a_rkxwp, a_bkxbq, a_mulch, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_r2ar8, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_rimmx, -a_skrxp, -a_rkxwp, -a_mulch, a_bkxbq, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dwipd, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, a_bkspr, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_rimmx, -a_rkxwp, -a_mulch, a_bkxbq, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_dsopp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, -a_cntxt, -a_skewr, -a_bknwy, a_bkona, -a_bxqsq, a_wkovl, a_simpl, -a_katri, -a_skach, a_bkspr, -a_bkxcr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_rimmx, a_skrxp, -a_rkxwp, a_bkxbq, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_dsopp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, -a_cntxt, -a_skewr, -a_bknwy, a_bkona, -a_bxqsq, a_wkovl, a_simpl, -a_katri, -a_skach, a_bkspr, -a_bkxcr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_rimmx, a_dwipd, a_skrxp, -a_rkxwp, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, -a_dsopp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_bkxbq, -a_r2ar8, -a_bknwy, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_bkspr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_rimmx, a_skrxp, -a_rkxwp, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, -a_dsopp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_bkxbq, -a_r2ar8, -a_bknwy, -a_bxqsq, a_simpl, -a_wkovl, -a_katri, -a_skach, a_bkspr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_rimmx, a_dwipd, -a_bkxwp, -a_mulch, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_bkxbq, -a_r2ar8, -a_bknwy, -a_bxqsq, a_simpl, -a_wkovl, -a_katri, -a_skach, a_rkxwp, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_simpl, -a_rimmx, a_dwipd, -a_mulch, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, -a_dsopp, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_r2ar8, -a_bknwy, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_bkspr, a_rkxwp, -a_bkxcr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_rimmx, -a_skrxp, -a_mulch, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_bkxbq, -a_r2ar8, -a_bknwy, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_bkspr, a_rkxwp, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_rimmx, -a_skrxp, -a_mulch, a_bkxbq, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, -a_dsopp, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_r2ar8, -a_bknwy, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_bkspr, a_rkxwp, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_simpl, -a_rimmx, a_dwipd, -a_mulch, a_bkxbq, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, -a_dsopp, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_r2ar8, -a_bknwy, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_bkspr, a_rkxwp, -a_bkxcr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_simpl, -a_rimmx, -a_skrxp, -a_mulch, a_bkxbq, a_wknck, -b_katri, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, a_blxwp, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_bkxwp, a_skewr, -a_cntxt, -a_r2ar8, -a_bknwy, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, a_bkspr, a_rkxwp, -a_reskd, -a_dsopp, -a_wkcti)-
(-a_rimmx, a_skrxp, -a_rkxwp, -a_bkxwp, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, a_thrsk, -a_reskr, -a_bkon8, -a_spcop, a_r2ar8, -a_bkona, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, -a_cntxt, -a_bkxbq, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, -a_bkxcr, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_simpl, -a_rimmx, a_skrxp, -a_rkxwp, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, a_thrsk, -a_reskr, -a_bkon8, -a_spcop, a_r2ar8, -a_bkona, -a_dsopp, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, -a_cntxt, -a_bkxbq, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, -a_bkxcr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_rimmx, a_skrxp, -a_rkxwp, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dsopp, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_bkxbq, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, -a_bkxcr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_rimmx, a_skrxp, -a_rkxwp, -a_bkxwp, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, a_r2ar8, -a_bkona, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_bkxbq, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, -a_bkxcr, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_rimmx, a_skrxp, -a_rkxwp, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, -a_thrsk, a_r2ar8, -a_bkona, -a_dsopp, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_bkxbq, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, a_bkspr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_simpl, -a_rimmx, a_skrxp, -a_rkxwp, -a_mulch, a_wknck, -b_katri, -a_blxwp, -a_hdchk, -a_rxmsq, -a_wkpos, a_wtoeg, -a_reskr, -a_bkon8, -a_spcop, a_r2ar8, -a_bkona, -a_dsopp, -a_dwipd, -a_wkna8, -a_stlmt, -a_bkblk, -a_qxmsq, a_skewr, -a_cntxt, -a_bkxbq, -a_bknwy, -a_bxqsq, a_wkovl, -a_katri, -a_skach, -a_bkxcr, -a_reskd, -a_bkxwp, -a_wkcti)-
(-a_rimmx, a_stlmt, -a_skrxp, -a_rkxwp, -a_bkxwp, b_katri, a_wkpos, -a_mulch, -a_blxwp, -a_wknck, -a_hdchk, -a_rxmsq, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, -a_bkblk, -a_qxmsq, a_reskr, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, -a_bkxcr, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_simpl, -a_rimmx, a_stlmt, -a_skrxp, -a_rkxwp, -a_bkxwp, a_wkpos, -a_mulch, -b_katri, -a_blxwp, -a_wknck, -a_hdchk, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, a_rxmsq, -a_bkblk, -a_qxmsq, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_skach, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_simpl, -a_rimmx, a_stlmt, -a_skrxp, -a_rkxwp, -a_bkxwp, a_wkpos, -a_mulch, -b_katri, -a_blxwp, -a_wknck, -a_hdchk, a_katri, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, a_rxmsq, -a_qxmsq, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_skach, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_simpl, -a_rimmx, a_stlmt, -a_skrxp, -a_rkxwp, -a_bkxwp, a_wkpos, -a_mulch, -b_katri, -a_blxwp, -a_wknck, -a_hdchk, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, a_rxmsq, -a_bkblk, -a_qxmsq, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
(-a_simpl, -a_rimmx, a_stlmt, -a_skrxp, -a_rkxwp, a_wkpos, -a_mulch, -b_katri, -a_blxwp, -a_wknck, -a_hdchk, a_katri, -a_reskr, -a_bkon8, a_bkxcr, -a_spcop, -a_thrsk, -a_bkona, a_bkblk, a_rxmsq, -a_qxmsq, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_skach, -a_wtoeg, -a_reskd, -a_bkxwp, -a_wkcti, -a_bkspr)-
(-a_rimmx, a_stlmt, -a_skrxp, -a_rkxwp, -a_bkxwp, b_katri, a_wkpos, -a_mulch, -a_blxwp, -a_wknck, -a_hdchk, -a_rxmsq, -a_bkon8, -a_spcop, -a_thrsk, -a_bkona, -a_dwipd, -a_bkblk, -a_qxmsq, a_reskr, -a_cntxt, -a_skewr, -a_bkxbq, -a_r2ar8, -a_bknwy, a_wkna8, -a_bxqsq, -a_wkovl, -a_katri, -a_skach, -a_wtoeg, -a_reskd, -a_dsopp, -a_wkcti, -a_bkspr)-
